Start Date,End Date,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),7 Day Total Sales ,Spend,Total Advertising Cost of Sales (ACoS) ,Total Return on Advertising Spend (RoAS),Number of Days,Key,Short Key,Impressions Per Day,Spend Per Day,Sales Per Day
27-May-21,27-May-21,Floral,Broad Ad Group,kids plates,BROAD,food plate for kids,1,1,100.00%,1.36,0.0,1.36,0,0.0,1,food plate for kids Floral Broad Ad Group kids plates,food plate for kids Floral,1.0,1.36,0.0
3-Jun-21,3-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,foodle plates for kids,1,1,100.00%,1.25,0.0,1.25,0,0.0,1,foodle plates for kids Floral Broad Ad Group kids plates,foodle plates for kids Floral,1.0,1.25,0.0
4-Jun-21,4-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kid friendly plate charger,2,1,50.00%,0.84,0.0,0.84,0,0.0,1,kid friendly plate charger Floral Broad Ad Group kids plates,kid friendly plate charger Floral,2.0,0.84,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kid safe plates,39,1,2.56%,0.84,0.0,0.84,0,0.0,1,kid safe plates Floral Broad Ad Group kids plates,kid safe plates Floral,39.0,0.84,0.0
29-May-21,29-May-21,Floral,Broad Ad Group,kids plates,BROAD,kids bento plate,4,1,25.00%,1.23,0.0,1.23,0,0.0,1,kids bento plate Floral Broad Ad Group kids plates,kids bento plate Floral,4.0,1.23,0.0
28-May-21,7-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids bowls and plates set,80,7,8.75%,0.96,49.98,6.7,13.41%,7.46,10,kids bowls and plates set Floral Broad Ad Group kids plates,kids bowls and plates set Floral,8.0,0.67,4.997999999999999
13-Jun-21,15-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids dinner plates,40,2,5.00%,1.02,0.0,2.03,0,0.0,2,kids dinner plates Floral Broad Ad Group kids plates,kids dinner plates Floral,20.0,1.015,0.0
1-Jun-21,1-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids dinner plates eco,2,1,50.00%,0.91,74.97,0.91,1.21%,82.38,1,kids dinner plates eco Floral Broad Ad Group kids plates,kids dinner plates eco Floral,2.0,0.91,74.97
16-Jun-21,16-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids non toxic plates,2,1,50.00%,1.25,0.0,1.25,0,0.0,1,kids non toxic plates Floral Broad Ad Group kids plates,kids non toxic plates Floral,2.0,1.25,0.0
1-Jun-21,1-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids pizza plate,2,1,50.00%,1.23,0.0,1.23,0,0.0,1,kids pizza plate Floral Broad Ad Group kids plates,kids pizza plate Floral,2.0,1.23,0.0
29-May-21,29-May-21,Floral,Broad Ad Group,kids plates,BROAD,kids plate set,55,1,1.82%,1.28,0.0,1.28,0,0.0,1,kids plate set Floral Broad Ad Group kids plates,kids plate set Floral,55.0,1.28,0.0
7-Jun-21,7-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids plate sets,13,1,7.69%,0.93,0.0,0.93,0,0.0,1,kids plate sets Floral Broad Ad Group kids plates,kids plate sets Floral,13.0,0.93,0.0
31-May-21,2-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids plates and bowls,25,4,16.00%,1.05,24.99,4.19,16.77%,5.96,2,kids plates and bowls Floral Broad Ad Group kids plates,kids plates and bowls Floral,12.5,2.095,12.495
27-May-21,27-May-21,Floral,Broad Ad Group,kids plates,BROAD,kids plates set,6,1,16.67%,1.16,0.0,1.16,0,0.0,1,kids plates set Floral Broad Ad Group kids plates,kids plates set Floral,6.0,1.16,0.0
4-Jun-21,4-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,kids reusable plate sets,3,1,33.33%,1.26,0.0,1.26,0,0.0,1,kids reusable plate sets Floral Broad Ad Group kids plates,kids reusable plate sets Floral,3.0,1.26,0.0
26-May-21,26-May-21,Floral,Broad Ad Group,kids plates,BROAD,little kid plates sets,6,1,16.67%,1.16,0.0,1.16,0,0.0,1,little kid plates sets Floral Broad Ad Group kids plates,little kid plates sets Floral,6.0,1.16,0.0
12-Jun-21,12-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,paintable plates for kids,285,1,0.35%,0.65,0.0,0.65,0,0.0,1,paintable plates for kids Floral Broad Ad Group kids plates,paintable plates for kids Floral,285.0,0.65,0.0
7-Jun-21,7-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,picky eater plates for kids,5,1,20.00%,1.33,0.0,1.33,0,0.0,1,picky eater plates for kids Floral Broad Ad Group kids plates,picky eater plates for kids Floral,5.0,1.33,0.0
4-Jun-21,4-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,plant based kids plates,1,1,100.00%,1.51,0.0,1.51,0,0.0,1,plant based kids plates Floral Broad Ad Group kids plates,plant based kids plates Floral,1.0,1.51,0.0
6-Jun-21,6-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,plates for kids set,2,1,50.00%,0.92,0.0,0.92,0,0.0,1,plates for kids set Floral Broad Ad Group kids plates,plates for kids set Floral,2.0,0.92,0.0
11-Jun-21,11-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,plates set for kids,1,1,100.00%,1.04,0.0,1.04,0,0.0,1,plates set for kids Floral Broad Ad Group kids plates,plates set for kids Floral,1.0,1.04,0.0
2-Jun-21,2-Jun-21,Floral,Broad Ad Group,kids plates,BROAD,purple small kid plates,2,1,50.00%,1.27,0.0,1.27,0,0.0,1,purple small kid plates Floral Broad Ad Group kids plates,purple small kid plates Floral,2.0,1.27,0.0
9-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bamboo bowls for kids,76,2,2.63%,1.48,0.0,2.95,0,0.0,4,bamboo bowls for kids Floral Broad Ad Group kids bowls,bamboo bowls for kids Floral,19.0,0.7375,0.0
2-Jun-21,19-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bamboo bowls kids,759,15,1.98%,1.59,74.97,23.86,31.83%,3.14,17,bamboo bowls kids Floral Broad Ad Group kids bowls,bamboo bowls kids Floral,44.64705882352941,1.403529411764706,4.41
18-Jun-21,18-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bamboo kids bowls,16,1,6.25%,2.06,0.0,2.06,0,0.0,1,bamboo kids bowls Floral Broad Ad Group kids bowls,bamboo kids bowls Floral,16.0,2.06,0.0
16-Jun-21,16-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bento bowls for kids,4,1,25.00%,1.2,0.0,1.2,0,0.0,1,bento bowls for kids Floral Broad Ad Group kids bowls,bento bowls for kids Floral,4.0,1.2,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bowl for kids,16,1,6.25%,1.13,0.0,1.13,0,0.0,1,bowl for kids Floral Broad Ad Group kids bowls,bowl for kids Floral,16.0,1.13,0.0
1-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bowls for kids,375,5,1.33%,1.66,0.0,8.31,0,0.0,16,bowls for kids Floral Broad Ad Group kids bowls,bowls for kids Floral,23.4375,0.519375,0.0
15-Jun-21,15-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bowls kids,15,2,13.33%,1.34,0.0,2.67,0,0.0,1,bowls kids Floral Broad Ad Group kids bowls,bowls kids Floral,15.0,2.67,0.0
6-Jun-21,6-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,bpa free bowls kids,2,1,50.00%,1.32,0.0,1.32,0,0.0,1,bpa free bowls kids Floral Broad Ad Group kids bowls,bpa free bowls kids Floral,2.0,1.32,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,breakfast bowl for kids,1,1,100.00%,1.07,0.0,1.07,0,0.0,1,breakfast bowl for kids Floral Broad Ad Group kids bowls,breakfast bowl for kids Floral,1.0,1.07,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,chef bowls for kids,1,1,100.00%,1.08,0.0,1.08,0,0.0,1,chef bowls for kids Floral Broad Ad Group kids bowls,chef bowls for kids Floral,1.0,1.08,0.0
31-May-21,31-May-21,Floral,Broad Ad Group,kids bowls,BROAD,cute bowl kid,4,1,25.00%,0.62,0.0,0.62,0,0.0,1,cute bowl kid Floral Broad Ad Group kids bowls,cute bowl kid Floral,4.0,0.62,0.0
16-Jun-21,16-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,dinosaur bowls for kids,3,1,33.33%,1.39,0.0,1.39,0,0.0,1,dinosaur bowls for kids Floral Broad Ad Group kids bowls,dinosaur bowls for kids Floral,3.0,1.39,0.0
19-Jun-21,19-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,dishwasher safe bowls for kids,2,1,50.00%,1.13,0.0,1.13,0,0.0,1,dishwasher safe bowls for kids Floral Broad Ad Group kids bowls,dishwasher safe bowls for kids Floral,2.0,1.13,0.0
6-Jun-21,6-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids bamboo bowls,15,1,6.67%,1.32,0.0,1.32,0,0.0,1,kids bamboo bowls Floral Broad Ad Group kids bowls,kids bamboo bowls Floral,15.0,1.32,0.0
10-Jun-21,10-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids bowl sets,12,1,8.33%,1.54,0.0,1.54,0,0.0,1,kids bowl sets Floral Broad Ad Group kids bowls,kids bowl sets Floral,12.0,1.54,0.0
15-Jun-21,18-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids bowl with lid,61,2,3.28%,1.2,0.0,2.39,0,0.0,3,kids bowl with lid Floral Broad Ad Group kids bowls,kids bowl with lid Floral,20.333333333333332,0.7966666666666667,0.0
18-Jun-21,18-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids bowls bamboo,8,1,12.50%,1.62,0.0,1.62,0,0.0,1,kids bowls bamboo Floral Broad Ad Group kids bowls,kids bowls bamboo Floral,8.0,1.62,0.0
10-Jun-21,10-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids bowls sustainable,2,1,50.00%,0.92,0.0,0.92,0,0.0,1,kids bowls sustainable Floral Broad Ad Group kids bowls,kids bowls sustainable Floral,2.0,0.92,0.0
12-Jun-21,12-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids rice bowl,3,1,33.33%,0.8,0.0,0.8,0,0.0,1,kids rice bowl Floral Broad Ad Group kids bowls,kids rice bowl Floral,3.0,0.8,0.0
9-Jun-21,9-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids serving bowl,2,1,50.00%,1.13,0.0,1.13,0,0.0,1,kids serving bowl Floral Broad Ad Group kids bowls,kids serving bowl Floral,2.0,1.13,0.0
14-Jun-21,14-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,kids stackable bowls,3,1,33.33%,1.38,49.98,1.38,2.76%,36.22,1,kids stackable bowls Floral Broad Ad Group kids bowls,kids stackable bowls Floral,3.0,1.38,49.98
14-Jun-21,14-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,noodle bowl for kids,26,1,3.85%,0.73,0.0,0.73,0,0.0,1,noodle bowl for kids Floral Broad Ad Group kids bowls,noodle bowl for kids Floral,26.0,0.73,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,noodle bowls for kids,6,1,16.67%,1.32,0.0,1.32,0,0.0,1,noodle bowls for kids Floral Broad Ad Group kids bowls,noodle bowls for kids Floral,6.0,1.32,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,sip bowls for kids,46,1,2.17%,1.19,0.0,1.19,0,0.0,1,sip bowls for kids Floral Broad Ad Group kids bowls,sip bowls for kids Floral,46.0,1.19,0.0
2-Jun-21,2-Jun-21,Floral,Broad Ad Group,kids bowls,BROAD,small bowls for kids,3,1,33.33%,1.18,0.0,1.18,0,0.0,1,small bowls for kids Floral Broad Ad Group kids bowls,small bowls for kids Floral,3.0,1.18,0.0
31-May-21,31-May-21,Floral,Broad Ad Group,kids bowls,BROAD,tupperware bowls kids,2,1,50.00%,1.31,24.99,1.31,5.24%,19.08,1,tupperware bowls kids Floral Broad Ad Group kids bowls,tupperware bowls kids Floral,2.0,1.31,24.99
7-Jun-21,7-Jun-21,Floral,Broad Ad Group,toddler dishes,BROAD,toddler dish set,5,1,20.00%,1.57,0.0,1.57,0,0.0,1,toddler dish set Floral Broad Ad Group toddler dishes,toddler dish set Floral,5.0,1.57,0.0
31-May-21,6-Jun-21,Floral,Broad Ad Group,toddler dishes,BROAD,toddler dishes,45,2,4.44%,0.71,0.0,1.41,0,0.0,6,toddler dishes Floral Broad Ad Group toddler dishes,toddler dishes Floral,7.5,0.235,0.0
2-Jun-21,2-Jun-21,Floral,Broad Ad Group,toddler dishes,BROAD,toddler dishes dinnerware sets,78,1,1.28%,0.81,0.0,0.81,0,0.0,1,toddler dishes dinnerware sets Floral Broad Ad Group toddler dishes,toddler dishes dinnerware sets Floral,78.0,0.81,0.0
8-Jun-21,8-Jun-21,Floral,Broad Ad Group,toddler dishes,BROAD,toddler eating dishes,63,1,1.59%,0.86,0.0,0.86,0,0.0,1,toddler eating dishes Floral Broad Ad Group toddler dishes,toddler eating dishes Floral,63.0,0.86,0.0
28-May-21,28-May-21,Floral,Broad Ad Group,kids dishes,BROAD,bambino kids' dish set ekobo,2,1,50.00%,0.83,0.0,0.83,0,0.0,1,bambino kids' dish set ekobo Floral Broad Ad Group kids dishes,bambino kids' dish set ekobo Floral,2.0,0.83,0.0
11-Jun-21,14-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,bamboo dishes for kids,60,3,5.00%,1.0,0.0,2.99,0,0.0,3,bamboo dishes for kids Floral Broad Ad Group kids dishes,bamboo dishes for kids Floral,20.0,0.9966666666666667,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,bamboo kids dishes,4,1,25.00%,0.86,0.0,0.86,0,0.0,1,bamboo kids dishes Floral Broad Ad Group kids dishes,bamboo kids dishes Floral,4.0,0.86,0.0
8-Jun-21,8-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,dishwasher safe kids dishes,3,1,33.33%,1.77,0.0,1.77,0,0.0,1,dishwasher safe kids dishes Floral Broad Ad Group kids dishes,dishwasher safe kids dishes Floral,3.0,1.77,0.0
14-Jun-21,14-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,islamic dishes for kids,1,1,100.00%,1.2,0.0,1.2,0,0.0,1,islamic dishes for kids Floral Broad Ad Group kids dishes,islamic dishes for kids Floral,1.0,1.2,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kid dishes dishwasher safe,4,1,25.00%,1.34,24.99,1.34,5.36%,18.65,1,kid dishes dishwasher safe Floral Broad Ad Group kids dishes,kid dishes dishwasher safe Floral,4.0,1.34,24.99
27-May-21,10-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids dish set,64,3,4.69%,1.15,0.0,3.45,0,0.0,14,kids dish set Floral Broad Ad Group kids dishes,kids dish set Floral,4.571428571428571,0.24642857142857144,0.0
13-Jun-21,14-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids dish sets for eating,26,2,7.69%,1.3,24.99,2.59,10.36%,9.65,1,kids dish sets for eating Floral Broad Ad Group kids dishes,kids dish sets for eating Floral,26.0,2.59,24.99
10-Jun-21,10-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids dish strainer,1,1,100.00%,0.61,0.0,0.61,0,0.0,1,kids dish strainer Floral Broad Ad Group kids dishes,kids dish strainer Floral,1.0,0.61,0.0
6-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids dishes dinnerware sets bpa free,8,2,25.00%,1.37,0.0,2.74,0,0.0,7,kids dishes dinnerware sets bpa free Floral Broad Ad Group kids dishes,kids dishes dinnerware sets bpa free Floral,1.1428571428571428,0.39142857142857146,0.0
30-May-21,19-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids dishes for meal,94,6,6.38%,1.01,99.96,6.03,6.03%,16.58,20,kids dishes for meal Floral Broad Ad Group kids dishes,kids dishes for meal Floral,4.7,0.3015,4.997999999999999
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids dishes full set,4,1,25.00%,1.0,0.0,1.0,0,0.0,1,kids dishes full set Floral Broad Ad Group kids dishes,kids dishes full set Floral,4.0,1.0,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids dishes set dishwasher safe,2,1,50.00%,1.23,0.0,1.23,0,0.0,1,kids dishes set dishwasher safe Floral Broad Ad Group kids dishes,kids dishes set dishwasher safe Floral,2.0,1.23,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,kids non breakable dishes,1,1,100.00%,1.11,0.0,1.11,0,0.0,1,kids non breakable dishes Floral Broad Ad Group kids dishes,kids non breakable dishes Floral,1.0,1.11,0.0
25-May-21,25-May-21,Floral,Broad Ad Group,kids dishes,BROAD,leaf dish sets for kids,1,1,100.00%,0.82,0.0,0.82,0,0.0,1,leaf dish sets for kids Floral Broad Ad Group kids dishes,leaf dish sets for kids Floral,1.0,0.82,0.0
5-Jun-21,5-Jun-21,Floral,Broad Ad Group,kids dishes,BROAD,parrot dish for kids,4,1,25.00%,0.8,0.0,0.8,0,0.0,1,parrot dish for kids Floral Broad Ad Group kids dishes,parrot dish for kids Floral,4.0,0.8,0.0
14-Jun-21,14-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,cocomelon plate set for toddlers,3,1,33.33%,1.21,0.0,1.21,0,0.0,1,cocomelon plate set for toddlers Floral Broad Ad Group plates for toddlers,cocomelon plate set for toddlers Floral,3.0,1.21,0.0
13-Jun-21,14-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,dishwasher safe toddler plates,4,2,50.00%,1.19,49.98,2.38,4.76%,21.0,1,dishwasher safe toddler plates Floral Broad Ad Group plates for toddlers,dishwasher safe toddler plates Floral,4.0,2.38,49.98
31-May-21,31-May-21,Floral,Broad Ad Group,plates for toddlers,BROAD,misu plates toddlers,1,1,100.00%,1.21,0.0,1.21,0,0.0,1,misu plates toddlers Floral Broad Ad Group plates for toddlers,misu plates toddlers Floral,1.0,1.21,0.0
31-May-21,31-May-21,Floral,Broad Ad Group,plates for toddlers,BROAD,non toxic toddler plates,2,1,50.00%,1.22,0.0,1.22,0,0.0,1,non toxic toddler plates Floral Broad Ad Group plates for toddlers,non toxic toddler plates Floral,2.0,1.22,0.0
14-Jun-21,14-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,plate set for toddler,63,1,1.59%,0.75,24.99,0.75,3.00%,33.32,1,plate set for toddler Floral Broad Ad Group plates for toddlers,plate set for toddler Floral,63.0,0.75,24.99
16-Jun-21,16-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,plate toddler,2,1,50.00%,2.0,0.0,2.0,0,0.0,1,plate toddler Floral Broad Ad Group plates for toddlers,plate toddler Floral,2.0,2.0,0.0
27-May-21,7-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,plates for toddlers,91,5,5.49%,1.1,0.0,5.5,0,0.0,11,plates for toddlers Floral Broad Ad Group plates for toddlers,plates for toddlers Floral,8.272727272727273,0.5,0.0
16-Jun-21,16-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler dinner plates,9,1,11.11%,1.85,0.0,1.85,0,0.0,1,toddler dinner plates Floral Broad Ad Group plates for toddlers,toddler dinner plates Floral,9.0,1.85,0.0
15-Jun-21,15-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler meal plates,4,1,25.00%,1.09,0.0,1.09,0,0.0,1,toddler meal plates Floral Broad Ad Group plates for toddlers,toddler meal plates Floral,4.0,1.09,0.0
16-Jun-21,16-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler no slide plates bpa free,1,1,100.00%,1.36,0.0,1.36,0,0.0,1,toddler no slide plates bpa free Floral Broad Ad Group plates for toddlers,toddler no slide plates bpa free Floral,1.0,1.36,0.0
12-Jun-21,12-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler plate set,36,1,2.78%,0.91,0.0,0.91,0,0.0,1,toddler plate set Floral Broad Ad Group plates for toddlers,toddler plate set Floral,36.0,0.91,0.0
13-Jun-21,16-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler plates and bowls,26,4,15.38%,1.43,0.0,5.73,0,0.0,3,toddler plates and bowls Floral Broad Ad Group plates for toddlers,toddler plates and bowls Floral,8.666666666666666,1.9100000000000001,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler plates and bowls set boys,2,1,50.00%,1.41,0.0,1.41,0,0.0,1,toddler plates and bowls set boys Floral Broad Ad Group plates for toddlers,toddler plates and bowls set boys Floral,2.0,1.41,0.0
1-Jun-21,1-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler plates bulk,181,1,0.55%,1.12,0.0,1.12,0,0.0,1,toddler plates bulk Floral Broad Ad Group plates for toddlers,toddler plates bulk Floral,181.0,1.12,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,plates for toddlers,BROAD,toddler plates with lids,5,1,20.00%,1.13,0.0,1.13,0,0.0,1,toddler plates with lids Floral Broad Ad Group plates for toddlers,toddler plates with lids Floral,5.0,1.13,0.0
12-Jun-21,15-Jun-21,Floral,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates,18,3,16.67%,1.21,0.0,3.62,0,0.0,3,kids bowls and plates Floral Broad Ad Group kids plates and bowls,kids bowls and plates Floral,6.0,1.2066666666666668,0.0
11-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids plates and bowls,BROAD,kids bowls and plates set,112,7,6.25%,1.57,0.0,11.01,0,0.0,6,kids bowls and plates set Floral Broad Ad Group kids plates and bowls,kids bowls and plates set Floral,18.666666666666668,1.835,0.0
7-Jun-21,7-Jun-21,Floral,Broad Ad Group,kids plates and bowls,BROAD,kids colorful rubber plates and bowls,2,1,50.00%,1.09,0.0,1.09,0,0.0,1,kids colorful rubber plates and bowls Floral Broad Ad Group kids plates and bowls,kids colorful rubber plates and bowls Floral,2.0,1.09,0.0
19-Jun-21,19-Jun-21,Floral,Broad Ad Group,kids plates and bowls,BROAD,kids dinnerware sets plates and bowls,2,1,50.00%,1.18,0.0,1.18,0,0.0,1,kids dinnerware sets plates and bowls Floral Broad Ad Group kids plates and bowls,kids dinnerware sets plates and bowls Floral,2.0,1.18,0.0
13-Jun-21,16-Jun-21,Floral,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls,78,3,3.85%,1.35,0.0,4.05,0,0.0,3,kids plates and bowls Floral Broad Ad Group kids plates and bowls,kids plates and bowls Floral,26.0,1.3499999999999999,0.0
31-May-21,31-May-21,Floral,Broad Ad Group,kids plates and bowls,BROAD,kids plates and bowls sets girls,4,1,25.00%,0.54,0.0,0.54,0,0.0,1,kids plates and bowls sets girls Floral Broad Ad Group kids plates and bowls,kids plates and bowls sets girls Floral,4.0,0.54,0.0
14-Jun-21,14-Jun-21,Floral,Broad Ad Group,kids plates and bowls,BROAD,microbe safe plates and bowls for kids,5,1,20.00%,1.38,0.0,1.38,0,0.0,1,microbe safe plates and bowls for kids Floral Broad Ad Group kids plates and bowls,microbe safe plates and bowls for kids Floral,5.0,1.38,0.0
19-Jun-21,19-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,bamboo dinnerware for kids,11,1,9.09%,0.9,0.0,0.9,0,0.0,1,bamboo dinnerware for kids Floral Broad Ad Group kids dinnerware,bamboo dinnerware for kids Floral,11.0,0.9,0.0
11-Jun-21,11-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,bamboo kids dinnerware,4,1,25.00%,1.85,0.0,1.85,0,0.0,1,bamboo kids dinnerware Floral Broad Ad Group kids dinnerware,bamboo kids dinnerware Floral,4.0,1.85,0.0
15-Jun-21,15-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,dinnerware for kids,6,1,16.67%,0.79,0.0,0.79,0,0.0,1,dinnerware for kids Floral Broad Ad Group kids dinnerware,dinnerware for kids Floral,6.0,0.79,0.0
25-May-21,25-May-21,Floral,Broad Ad Group,kids dinnerware,BROAD,dinnerware sets for 4 kids safe,4,1,25.00%,0.68,0.0,0.68,0,0.0,1,dinnerware sets for 4 kids safe Floral Broad Ad Group kids dinnerware,dinnerware sets for 4 kids safe Floral,4.0,0.68,0.0
13-Jun-21,13-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware,2,1,50.00%,1.0,24.99,1.0,4.00%,24.99,1,eco friendly kids dinnerware Floral Broad Ad Group kids dinnerware,eco friendly kids dinnerware Floral,2.0,1.0,24.99
18-Jun-21,18-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,eco friendly kids dinnerware sets,1,1,100.00%,0.72,0.0,0.72,0,0.0,1,eco friendly kids dinnerware sets Floral Broad Ad Group kids dinnerware,eco friendly kids dinnerware sets Floral,1.0,0.72,0.0
25-May-21,25-May-21,Floral,Broad Ad Group,kids dinnerware,BROAD,kid friendly but expensive dinnerware,5,1,20.00%,0.24,0.0,0.24,0,0.0,1,kid friendly but expensive dinnerware Floral Broad Ad Group kids dinnerware,kid friendly but expensive dinnerware Floral,5.0,0.24,0.0
9-Jun-21,16-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,kids bamboo dinnerware sets,34,4,11.76%,1.3,0.0,5.2,0,0.0,7,kids bamboo dinnerware sets Floral Broad Ad Group kids dinnerware,kids bamboo dinnerware sets Floral,4.857142857142857,0.7428571428571429,0.0
27-May-21,27-May-21,Floral,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware,12,1,8.33%,0.74,0.0,0.74,0,0.0,1,kids dinnerware Floral Broad Ad Group kids dinnerware,kids dinnerware Floral,12.0,0.74,0.0
10-Jun-21,10-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware set,5,1,20.00%,0.2,0.0,0.2,0,0.0,1,kids dinnerware set Floral Broad Ad Group kids dinnerware,kids dinnerware set Floral,5.0,0.2,0.0
25-May-21,17-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,kids dinnerware sets,4118,15,0.36%,0.94,0.0,14.07,0,0.0,23,kids dinnerware sets Floral Broad Ad Group kids dinnerware,kids dinnerware sets Floral,179.04347826086956,0.6117391304347827,0.0
17-Jun-21,17-Jun-21,Floral,Broad Ad Group,kids dinnerware,BROAD,kids dishes dinnerware sets bpa free,4,1,25.00%,1.64,0.0,1.64,0,0.0,1,kids dishes dinnerware sets bpa free Floral Broad Ad Group kids dinnerware,kids dishes dinnerware sets bpa free Floral,4.0,1.64,0.0
27-May-21,27-May-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,bamboo bowl toddler,22,1,4.55%,0.34,0.0,0.34,0,0.0,1,bamboo bowl toddler Floral Broad Ad Group bowls for toddlers,bamboo bowl toddler Floral,22.0,0.34,0.0
31-May-21,13-Jun-21,Floral,Broad Ad Group,bowls for toddlers,BROAD,bowls for toddlers,24,2,8.33%,1.65,24.99,3.29,13.17%,7.6,13,bowls for toddlers Floral Broad Ad Group bowls for toddlers,bowls for toddlers Floral,1.8461538461538463,0.2530769230769231,1.9223076923076923
